timestamp,output
0.000149,0
0.000198,0
0.000231,0
0.000262,0
0.000293,0
0.000327,0
0.000358,0
0.000388,0
0.000419,0
0.000452,0
0.000483,0
0.000513,0
0.000543,0
0.000574,0
0.000604,0
0.000634,0
0.000663,0
0.000697,0
0.000727,0
0.000757,0
0.000787,0
0.000817,0
0.000847,0
0.000877,0
0.000907,0
0.000936,0
0.000969,0
0.001,0
0.00103,0
0.00106,0
0.00109,0
0.00112,0
0.00115,0
0.00118,0
0.001209,0
0.001239,0
0.00127,0
0.0013,0
0.00133,0
0.00136,0
0.00139,0
0.00142,0
0.00145,0
0.00148,0
0.00151,0
0.001539,0
0.001569,0
0.001602,0
0.001632,0
0.001662,0
0.001692,0
0.001721,0
0.001752,0
0.001781,0
0.001811,0
0.001841,0
0.001871,0
0.001901,0
0.001931,0
0.001964,0
0.001994,0
0.002024,0
0.002054,0
0.002083,0
0.002113,0
0.002143,0
0.002173,0
0.002203,0
0.002232,0
0.002262,0
0.002292,0
0.002321,0
0.002351,0
0.002382,0
0.002412,0
0.002442,0
0.002471,0
0.002501,0
0.002531,0
0.002561,0
0.002591,0
0.00262,0
0.00265,0
0.00268,0
0.00271,0
0.002739,0
0.002769,0
0.002799,0
0.002828,0
0.002901,0
0.002934,0
0.002965,0
0.002996,0
0.003026,0
0.003056,0
0.003086,0
0.003116,0
0.003145,0
0.003175,0
0.003205,0
0.003235,0
0.003265,0
0.003295,0
0.003324,0
0.003354,0
0.003384,0
0.003414,0
0.003449,0
0.00348,0
0.00351,0
0.003541,0
0.00357,0
0.0036,0
0.00363,0
0.00366,0
0.00369,0
0.00372,0
0.00375,0
0.003779,0
0.003809,0
0.003839,0
0.003869,0
0.003899,0
0.003928,0
0.003958,0
0.003988,0
0.004018,0
0.004049,0
0.004079,0
0.004108,0
0.004138,0
0.004168,0
0.004198,0
0.004228,0
0.004258,0
0.004287,0
0.004317,0
0.004347,0
0.004377,0
0.004407,0
0.004437,0
0.004467,0
0.004497,0
0.004526,0
0.004556,0
0.004586,0
0.004616,0
0.004645,0
0.004675,0
0.004706,0
0.004736,0
0.004766,0
0.004796,0
0.004826,0
0.004856,0
0.004885,0
0.004915,0
0.004945,0
0.004975,0
0.005004,0
0.005034,0
0.005064,0
0.005094,0
0.005123,0
0.005153,0
0.005183,0
0.005213,0
0.005243,0
0.005273,0
0.005302,0
0.005332,0
0.005362,0
0.005391,0
0.005421,0
0.005452,0
0.005482,0
0.005512,0
0.005541,0
0.005571,0
0.005601,0
0.00563,0
0.00566,0
0.00569,0
0.00572,0
0.005749,0
0.005779,0
0.005809,0
0.005838,0
0.005868,0
0.005898,0
0.005928,0
0.005957,0
0.005987,0
0.006017,0
0.006047,0
0.006076,0
0.006106,0
0.006135,0
0.006165,0
0.006195,0
0.006225,0
0.006254,0
0.006286,0
0.006315,0
0.006345,0
0.006375,0
0.006404,0
0.006433,0
0.006463,0
0.006493,0
0.006522,0
0.006552,0
0.006581,0
0.006611,0
0.006641,0
0.00667,0
0.0067,0
0.00673,0
0.006759,0
0.006789,0
0.006819,0
0.006848,0
0.006878,0
0.006907,0
0.006937,0
0.006967,0
0.006996,0
0.007026,0
0.007056,0
0.007086,0
0.007115,0
0.007145,0
0.007175,0
0.007205,0
0.007236,0
0.007266,0
0.007295,0
0.007325,0
0.007355,0
0.007384,0
0.007414,0
0.007444,0
0.007473,0
0.007503,0
0.007532,0
0.007562,0
0.007592,0
0.007622,0
0.007651,0
0.007681,0
0.007711,0
0.00774,0
0.00777,0
0.0078,0
0.00783,0
0.007859,0
0.007889,0
0.007918,0
0.007948,0
0.007977,0
0.008007,0
0.008037,0
0.008066,0
0.008096,0
0.008125,0
0.008155,0
0.008184,0
0.008214,0
0.008243,0
0.008273,0
0.008307,0
0.008337,0
0.008367,0
0.008397,0
0.008427,0
0.008456,0
0.008486,0
0.008516,0
0.008546,0
0.008575,0
0.008605,0
0.008634,0
0.008664,0
0.008694,0
0.008723,0
0.008753,0
0.008783,0
0.008812,0
0.008842,0
0.008871,0
0.008901,0
0.008931,0
0.00896,0
0.00899,0
0.00902,0
0.009049,0
0.009078,0
0.009108,0
0.009138,0
0.009167,0
0.009197,0
0.009226,0
0.009256,0
0.009285,0
0.009315,0
0.009344,0
0.009374,0
0.009404,0
0.009433,0
0.009463,0
0.009494,0
0.009524,0
0.009553,0
0.009583,0
0.009613,0
0.009642,0
0.009672,0
0.009702,0
0.009731,0
0.009761,0
0.00979,0
0.00982,0
0.00985,0
0.009879,0
0.009909,0
0.009939,0
0.009968,0
0.009998,0
0.010027,0
0.010057,0
0.010087,0
0.010116,0
0.010146,0
0.010176,0
0.010205,0
0.010235,0
0.010264,0
0.010294,0
0.010324,0
0.010353,0
0.010383,0
0.010413,0
0.010443,0
0.010472,0
0.010502,0
0.010532,0
0.010561,0
0.010591,0
0.010724,0
0.010758,0
0.010789,0
0.01082,0
0.01085,0
0.01088,0
0.01091,0
0.010941,0
0.010972,0
0.011001,0
0.011031,0
0.011062,0
0.011091,0
0.011121,0
0.011151,0
0.011181,0
0.01121,0
0.01124,0
0.01127,0
0.011299,0
0.011329,0
0.011359,0
0.011389,0
0.011418,0
0.011448,0
0.011478,0
0.011507,0
0.011537,0
0.011567,0
0.011597,0
0.011627,0
0.011657,0
0.011687,0
0.011716,0
0.011746,0
0.011776,0
0.011806,0
0.011835,0
0.011865,0
0.011895,0
0.011924,0
0.011954,0
0.011984,0
0.012013,0
0.012043,0
0.012073,0
0.012103,0
0.012132,0
0.012162,0
0.012192,0
0.012221,0
0.012251,0
0.012281,0
0.012311,0
0.01234,0
0.01237,0
0.0124,0
0.01243,0
0.012461,0
0.012491,0
0.01252,0
0.01255,0
0.012579,0
0.012609,0
0.012639,0
0.012669,0
0.012698,0
0.012728,0
0.012758,0
0.012787,0
0.012817,0
0.012846,0
0.012905,0
0.012937,0
0.012967,0
0.012996,0
0.013026,0
0.013056,0
0.013086,0
0.013115,0
0.013145,0
0.013175,0
0.013204,0
0.013234,0
0.013264,0
0.013294,0
0.013323,0
0.013353,0
0.013383,0
0.013412,0
0.013442,0
0.013472,0
0.013501,0
0.013531,0
0.013561,0
0.013591,0
0.01362,0
0.01365,0
0.01368,0
0.013709,0
0.013739,0
0.013769,0
0.013799,0
0.013828,0
0.013858,0
0.013888,0
0.013917,0
0.013947,0
0.013976,0
0.014006,0
0.014036,0
0.014065,0
0.014095,0
0.014125,0
0.014154,0
0.014189,0
0.01422,0
0.01425,0
0.01428,0
0.01431,0
0.014339,0
0.014369,0
0.014399,0
0.014428,0
0.014458,0
0.014488,0
0.014517,0
0.014547,0
0.014577,0
0.014607,0
0.014636,0
0.014666,0
0.014696,0
0.014726,0
0.014755,0
0.014785,0
0.014814,0
0.014844,0
0.014874,0
0.014904,0
0.014933,0
0.014963,0
0.014992,0
0.015022,0
0.015052,0
0.015081,0
0.015111,0
0.01514,0
0.01517,0
0.0152,0
0.015229,0
0.015259,0
0.015289,0
0.015318,0
0.015348,0
0.015378,0
0.015407,0
0.015437,0
0.015467,0
0.015496,0
0.015526,0
0.015555,0
0.015585,0
0.015614,0
0.015644,0
0.015673,0
0.015703,0
0.015732,0
0.015762,0
0.015792,0
0.015822,0
0.015851,0
0.015881,0
0.015911,0
0.01594,0
0.01597,0
0.016,0
0.016029,0
0.016059,0
0.016089,0
0.016119,0
0.016149,0
0.016178,0
0.016208,0
0.016238,0
0.016267,0
0.016297,0
0.016326,0
0.016356,0
0.016386,0
0.016415,0
0.016445,0
0.016475,0
0.016504,0
0.016534,0
0.016564,0
0.016594,0
0.016623,0
0.016653,0
0.016682,0
0.016712,0
0.016742,0
0.016772,0
0.016802,0
0.016832,0
0.016861,0
0.016891,0
0.016921,0
0.016951,0
0.01698,0
0.01701,0
0.01704,0
0.017069,0
0.017099,0
0.017129,0
0.017158,0
0.017188,0
0.017218,0
0.017248,0
0.017277,0
0.017307,0
0.017336,0
0.017366,0
0.017396,0
0.017425,0
0.017455,0
0.017484,0
0.017514,0
0.017543,0
0.017573,0
0.017603,0
0.017632,0
0.017662,0
0.017691,0
0.017721,0
0.01775,0
0.01778,0
0.017809,0
0.017839,0
0.017869,0
0.017898,0
0.017928,0
0.017958,0
0.017987,0
0.018017,0
0.018047,0
0.018076,0
0.018106,0
0.018135,0
0.018165,0
0.018194,0
0.018226,0
0.018255,0
0.018285,0
0.018315,0
0.018345,0
0.018374,0
0.018404,0
0.018434,0
0.018463,0
0.018493,0
0.018522,0
0.018552,0
0.018582,0
0.018611,0
0.018641,0
0.018671,0
0.018701,0
0.01873,0
0.01876,0
0.01879,0
0.01882,0
0.01885,0
0.018879,0
0.018909,0
0.018938,0
0.018968,0
0.018998,0
0.019028,0
0.019057,0
0.019087,0
0.019117,0
0.019146,0
0.019176,0
0.019206,0
0.019235,0
0.019265,0
0.019295,0
0.019324,0
0.019354,0
0.019383,0
0.019413,0
0.019443,0
0.019473,0
0.019502,0
0.019532,0
0.019562,0
0.019591,0
0.019621,0
0.019651,0
0.019681,0
0.019711,0
0.019741,0
0.01977,0
0.0198,0
0.01983,0
0.019859,0
0.019889,0
0.019919,0
0.019949,0
0.019978,0
0.020008,0
0.020038,0
0.020067,0
0.020097,0
0.020126,0
0.020156,0
0.020186,0
0.020215,0
0.020245,0
0.020275,0
0.020305,0
0.020334,0
0.020364,0
0.020394,0
0.020423,0
0.020453,0
0.020482,0
0.020512,0
0.020542,0
0.020572,0
0.020602,0
0.020633,0
0.020663,0
0.020692,0
0.020722,0
0.020752,0
0.020781,0
0.020811,0
0.020841,0
0.020871,0
0.020901,0
0.020931,0
0.02096,0
0.02099,0
0.02102,0
0.021049,0
0.021079,0
0.021109,0
0.021138,0
0.021168,0
0.021198,0
0.021227,0
0.021257,0
0.021287,0
0.021317,0
0.021347,0
0.021376,0
0.021406,0
0.021437,0
0.021466,0
0.021496,0
0.021526,0
0.021555,0
0.021585,0
0.021614,0
0.021644,0
0.021674,0
0.021704,0
0.021733,0
0.021763,0
0.021793,0
0.021822,0
0.021852,0
0.021881,0
0.021911,0
0.021941,0
0.021971,0
0.022,0
0.02203,0
0.02206,0
0.022089,0
0.022119,0
0.022149,0
0.022179,0
0.022209,0
0.022239,0
0.022268,0
0.022298,0
0.022328,0
0.022357,0
0.022387,0
0.022417,0
0.022446,0
0.022476,0
0.022505,0
